id,experience,modality,noise reduction,segmentation,normalization,filteringyn,segmentation_type,normalizationyn
447,ResNet50 5s Sp2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Sc2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Sc4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Sc10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Sp2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Sp4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Sp10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Mel2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Mel4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 1s Mel10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Sc2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Sc4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Sc10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Sp2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Sp4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Sp10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Mel2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Mel4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 3s Mel10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Sc2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Sc4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Sc10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Sp2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Sp4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Sp10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Mel2,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Mel4,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,DensNet201 5s Mel10,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel2 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel4 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel10 Resting,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel2 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel4 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel10 Walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sp10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Mel10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sc10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Sp10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 3s Mel10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sc10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Sp10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel2 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel4 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 5s Mel10 Standing,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 10-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc2 walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 2-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
447,ResNet50 1s Sc4 walking,ECG,Downsampled to 200 Hz; trimmed moving average filter; a third order Butterworth band-pass filter (0.5 Hz-45 Hz); a mean filter,data were divided into 4-s time windows with a 1-s stride between each window,z-score normalisation,yes,window,yes
